Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
91,Exit long,2026-03-19 20:24,ST Flip,0.09357,10695.187,999.9999845,-1.25,-0.13,3.81,0.38,-1.43,-0.14,-240.31,-5.34
91,Entry long,2026-03-19 19:52,Long,0.0935,10695.187,999.9999845,-1.25,-0.13,3.81,0.38,-1.43,-0.14,-240.31,-5.34
92,Exit long,2026-03-19 21:03,RSI Exit,0.09437,10655.301,999.8934458,3.64,0.36,5.71,0.57,-2.49,-0.25,-236.66,-5.26
92,Entry long,2026-03-19 20:36,Long,0.09384,10655.301,999.8934458,3.64,0.36,5.71,0.57,-2.49,-0.25,-236.66,-5.26
93,Exit long,2026-03-19 21:58,ST Flip,0.09425,10594.342,999.7880545,-3.27,-0.33,2.28,0.23,-2.27,-0.23,-239.93,-5.33
93,Entry long,2026-03-19 21:34,Long,0.09437,10594.342,999.7880545,-3.27,-0.33,2.28,0.23,-2.27,-0.23,-239.93,-5.33
94,Exit long,2026-03-19 23:05,ST Flip,0.09384,10657.572,999.9999808,-1.89,-0.19,2.3,0.23,-1.53,-0.15,-241.83,-5.37
94,Entry long,2026-03-19 22:42,Long,0.09383,10657.572,999.9999808,-1.89,-0.19,2.3,0.23,-1.53,-0.15,-241.83,-5.37
95,Exit long,2026-03-19 23:36,ST Flip,0.09418,10611.205,1000.106071,-2.74,-0.27,1.86,0.19,-1.74,-0.17,-244.57,-5.43
95,Entry long,2026-03-19 23:19,Long,0.09425,10611.205,1000.106071,-2.74,-0.27,1.86,0.19,-1.74,-0.17,-244.57,-5.43
96,Exit long,2026-03-20 00:32,Stop,0.09394,10608.953,1000.105999,-5.5,-0.55,0,0.00,-4.5,-0.45,-250.07,-5.56
96,Entry long,2026-03-20 00:12,Long,0.09427,10608.953,1000.105999,-5.5,-0.55,0,0.00,-4.5,-0.45,-250.07,-5.56
97,Exit long,2026-03-20 01:29,ST Flip,0.09481,10624.734,999.7874694,5.54,0.55,12.81,1.28,-1.53,-0.15,-244.53,-5.43
97,Entry long,2026-03-20 00:50,Long,0.0941,10624.734,999.7874694,5.54,0.55,12.81,1.28,-1.53,-0.15,-244.53,-5.43
98,Exit long,2026-03-20 01:52,Stop,0.09485,10498.687,999.789963,-5.99,-0.60,0,0.00,-4.99,-0.50,-250.51,-5.57
98,Entry long,2026-03-20 01:43,Long,0.09523,10498.687,999.789963,-5.99,-0.60,0,0.00,-4.99,-0.50,-250.51,-5.57
99,Exit long,2026-03-20 03:30,Stop,0.09382,10622.477,999.9999848,-5.4,-0.54,0,0.00,-4.4,-0.44,-255.91,-5.69
99,Entry long,2026-03-20 03:24,Long,0.09414,10622.477,999.9999848,-5.4,-0.54,0,0.00,-4.4,-0.44,-255.91,-5.69
100,Exit long,2026-03-20 04:11,RSI Exit,0.09482,10604.453,1000.105962,3.4,0.34,7.17,0.72,-1.42,-0.14,-252.51,-5.61
100,Entry long,2026-03-20 04:07,Long,0.09431,10604.453,1000.105962,3.4,0.34,7.17,0.72,-1.42,-0.14,-252.51,-5.61
101,Exit long,2026-03-20 05:50,ST Flip,0.09389,10626.992,999.8936773,-4.12,-0.41,0.06,0.01,-3.13,-0.31,-256.63,-5.70
101,Entry long,2026-03-20 05:33,Long,0.09409,10626.992,999.8936773,-4.12,-0.41,0.06,0.01,-3.13,-0.31,-256.63,-5.70
102,Exit long,2026-03-20 07:17,ST Flip,0.09441,10639.429,999.8935374,2.57,0.26,7.3,0.73,-1.64,-0.16,-254.06,-5.65
102,Entry long,2026-03-20 06:33,Long,0.09398,10639.429,999.8935374,2.57,0.26,7.3,0.73,-1.64,-0.16,-254.06,-5.65
103,Exit long,2026-03-20 08:19,ST Flip,0.09416,10621.348,1000.106128,-2,-0.20,1.87,0.19,-1.32,-0.13,-256.06,-5.69
103,Entry long,2026-03-20 08:00,Long,0.09416,10621.348,1000.106128,-2,-0.20,1.87,0.19,-1.32,-0.13,-256.06,-5.69
104,Exit long,2026-03-20 09:11,Stop,0.0937,10640.561,1000.106328,-5.08,-0.51,0,0.00,-4.09,-0.41,-261.14,-5.80
104,Entry long,2026-03-20 09:04,Long,0.09399,10640.561,1000.106328,-5.08,-0.51,0,0.00,-4.09,-0.41,-261.14,-5.80
105,Exit long,2026-03-20 09:31,ST Flip,0.09378,10643.959,999.9999481,-3.81,-0.38,1.98,0.20,-2.81,-0.28,-264.95,-5.89
105,Entry long,2026-03-20 09:22,Long,0.09395,10643.959,999.9999481,-3.81,-0.38,1.98,0.20,-2.81,-0.28,-264.95,-5.89
106,Exit long,2026-03-20 09:57,Stop,0.09345,10643.959,999.9999481,-7.32,-0.73,0,0.00,-6.85,-0.68,-272.27,-6.05
106,Entry long,2026-03-20 09:44,Long,0.09395,10643.959,999.9999481,-7.32,-0.73,0,0.00,-6.85,-0.68,-272.27,-6.05
107,Exit long,2026-03-20 10:21,Stop,0.09335,10664.391,999.6800123,-6.15,-0.62,0.81,0.08,-6.33,-0.63,-278.42,-6.19
107,Entry long,2026-03-20 10:10,Long,0.09374,10664.391,999.6800123,-6.15,-0.62,0.81,0.08,-6.33,-0.63,-278.42,-6.19
108,Exit long,2026-03-20 12:07,ST Flip,0.09398,10612.331,999.6815802,-4.33,-0.43,1.44,0.14,-4.93,-0.49,-282.75,-6.28
108,Entry long,2026-03-20 11:24,Long,0.0942,10612.331,999.6815802,-4.33,-0.43,1.44,0.14,-4.93,-0.49,-282.75,-6.28
109,Exit long,2026-03-20 13:06,ST Flip,0.09373,10638.297,1000.212684,-5.08,-0.51,0,0.00,-4.19,-0.42,-287.84,-6.40
109,Entry long,2026-03-20 12:57,Long,0.09402,10638.297,1000.212684,-5.08,-0.51,0,0.00,-4.19,-0.42,-287.84,-6.40
110,Exit long,2026-03-20 14:23,ST Flip,0.09377,10650.761,999.9999503,-3.28,-0.33,2.51,0.25,-2.28,-0.23,-291.11,-6.47
110,Entry long,2026-03-20 13:57,Long,0.09389,10650.761,999.9999503,-3.28,-0.33,2.51,0.25,-2.28,-0.23,-291.11,-6.47
111,Exit long,2026-03-20 15:12,ST Flip,0.09341,10676.916,999.9999526,-4.67,-0.47,0,0.00,-3.67,-0.37,-295.78,-6.57
111,Entry long,2026-03-20 14:47,Long,0.09366,10676.916,999.9999526,-4.67,-0.47,0,0.00,-3.67,-0.37,-295.78,-6.57
112,Exit long,2026-03-20 16:21,ST Flip,0.09338,10706.638,999.5717237,-1.79,-0.18,3.28,0.33,-1.32,-0.13,-297.57,-6.61
112,Entry long,2026-03-20 15:44,Long,0.09336,10706.638,999.5717237,-1.79,-0.18,3.28,0.33,-1.32,-0.13,-297.57,-6.61
113,Exit long,2026-03-20 17:09,ST Flip,0.09351,10695.187,999.7860808,-1.68,-0.17,1.99,0.20,-1.32,-0.13,-299.24,-6.65
113,Entry long,2026-03-20 16:48,Long,0.09348,10695.187,999.7860808,-1.68,-0.17,1.99,0.20,-1.32,-0.13,-299.24,-6.65
114,Exit long,2026-03-20 17:41,ST Flip,0.09406,10672.358,999.9999446,1.84,0.18,7,0.70,-2.17,-0.22,-297.41,-6.61
114,Entry long,2026-03-20 17:14,Long,0.0937,10672.358,999.9999446,1.84,0.18,7,0.70,-2.17,-0.22,-297.41,-6.61
115,Exit long,2026-03-20 18:33,ST Flip,0.09439,10589.854,999.5763191,-2,-0.20,4.51,0.45,-1.53,-0.15,-299.41,-6.65
115,Entry long,2026-03-20 18:01,Long,0.09439,10589.854,999.5763191,-2,-0.20,4.51,0.45,-1.53,-0.15,-299.41,-6.65
116,Exit long,2026-03-20 20:06,ST Flip,0.09407,10615.711,999.9999762,-3.38,-0.34,0,0.00,-2.38,-0.24,-302.78,-6.73
116,Entry long,2026-03-20 19:49,Long,0.0942,10615.711,999.9999762,-3.38,-0.34,0,0.00,-2.38,-0.24,-302.78,-6.73
117,Exit long,2026-03-20 20:49,ST Flip,0.09416,10615.711,1000.106133,-2.53,-0.25,0.7,0.07,-2.17,-0.22,-305.31,-6.78
117,Entry long,2026-03-20 20:17,Long,0.09421,10615.711,1000.106133,-2.53,-0.25,0.7,0.07,-2.17,-0.22,-305.31,-6.78
118,Exit long,2026-03-20 21:10,ST Flip,0.09438,10595.465,999.7880774,-1.79,-0.18,1.23,0.12,-1.95,-0.20,-307.1,-6.82
118,Entry long,2026-03-20 20:51,Long,0.09436,10595.465,999.7880774,-1.79,-0.18,1.23,0.12,-1.95,-0.20,-307.1,-6.82
119,Exit long,2026-03-20 23:03,ST Flip,0.09461,10616.838,1000.212308,2.24,0.22,5.37,0.54,-1.42,-0.14,-304.86,-6.77
119,Entry long,2026-03-20 22:05,Long,0.09421,10616.838,1000.212308,2.24,0.22,5.37,0.54,-1.42,-0.14,-304.86,-6.77
120,Exit long,2026-03-20 23:19,ST Flip,0.09466,10541.851,999.7891488,-3.9,-0.39,0.27,0.03,-2.9,-0.29,-308.76,-6.86
120,Entry long,2026-03-20 23:09,Long,0.09484,10541.851,999.7891488,-3.9,-0.39,0.27,0.03,-2.9,-0.29,-308.76,-6.86
121,Exit long,2026-03-20 23:31,Stop,0.09472,10537.407,999.8945502,-3.79,-0.38,0,0.00,-2.9,-0.29,-312.54,-6.95
121,Entry long,2026-03-20 23:28,Long,0.09489,10537.407,999.8945502,-3.79,-0.38,0,0.00,-2.9,-0.29,-312.54,-6.95
122,Exit long,2026-03-21 00:32,ST Flip,0.09461,10550.749,999.9999902,-3.79,-0.38,0,0.00,-2.79,-0.28,-316.34,-7.03
122,Entry long,2026-03-21 00:24,Long,0.09478,10550.749,999.9999902,-3.79,-0.38,0,0.00,-2.79,-0.28,-316.34,-7.03
123,Exit long,2026-03-21 01:00,Stop,0.09458,10559.662,999.9999914,-3.27,-0.33,0,0.00,-2.27,-0.23,-319.6,-7.10
123,Entry long,2026-03-21 00:58,Long,0.0947,10559.662,999.9999914,-3.27,-0.33,0,0.00,-2.27,-0.23,-319.6,-7.10
124,Exit long,2026-03-21 01:51,Stop,0.0947,10537.407,1000.316047,-4.42,-0.44,0,0.00,-3.42,-0.34,-324.02,-7.20
124,Entry long,2026-03-21 01:34,Long,0.09493,10537.407,1000.316047,-4.42,-0.44,0,0.00,-3.42,-0.34,-324.02,-7.20
125,Exit long,2026-03-21 02:46,Stop,0.09451,10541.851,999.8945674,-5.58,-0.56,0,0.00,-5.01,-0.50,-329.6,-7.32
125,Entry long,2026-03-21 02:03,Long,0.09485,10541.851,999.8945674,-5.58,-0.56,0,0.00,-5.01,-0.50,-329.6,-7.32
126,Exit long,2026-03-21 03:38,Stop,0.09445,10566.356,1000.105595,-4.11,-0.41,0,0.00,-3.11,-0.31,-333.72,-7.42
126,Entry long,2026-03-21 03:19,Long,0.09465,10566.356,1000.105595,-4.11,-0.41,0,0.00,-3.11,-0.31,-333.72,-7.42
127,Exit long,2026-03-21 05:11,ST Flip,0.09433,10598.834,999.8939996,-2.11,-0.21,0.38,0.04,-1.74,-0.17,-335.82,-7.46
127,Entry long,2026-03-21 04:35,Long,0.09434,10598.834,999.8939996,-2.11,-0.21,0.38,0.04,-1.74,-0.17,-335.82,-7.46
128,Exit long,2026-03-21 05:43,Stop,0.09431,10586.491,999.5764802,-3.16,-0.32,0,0.00,-2.16,-0.22,-338.98,-7.53
128,Entry long,2026-03-21 05:39,Long,0.09442,10586.491,999.5764802,-3.16,-0.32,0,0.00,-2.16,-0.22,-338.98,-7.53
129,Exit long,2026-03-21 06:46,Stop,0.09396,10628.122,999.999999,-3.38,-0.34,0,0.00,-2.38,-0.24,-342.36,-7.61
129,Entry long,2026-03-21 06:39,Long,0.09409,10628.122,999.999999,-3.38,-0.34,0,0.00,-2.38,-0.24,-342.36,-7.61
130,Exit long,2026-03-21 07:32,Stop,0.09387,10636.034,999.787196,-3.38,-0.34,0,0.00,-2.38,-0.24,-345.75,-7.68
130,Entry long,2026-03-21 07:06,Long,0.094,10636.034,999.787196,-3.38,-0.34,0,0.00,-2.38,-0.24,-345.75,-7.68
131,Exit long,2026-03-21 08:06,ST Flip,0.0939,10637.166,999.9999757,-3.17,-0.32,0,0.00,-2.17,-0.22,-348.91,-7.75
131,Entry long,2026-03-21 07:41,Long,0.09401,10637.166,999.9999757,-3.17,-0.32,0,0.00,-2.17,-0.22,-348.91,-7.75
132,Exit long,2026-03-21 08:33,Stop,0.09393,10632.642,999.9999801,-3.27,-0.33,0.06,0.01,-2.38,-0.24,-352.19,-7.83
132,Entry long,2026-03-21 08:11,Long,0.09405,10632.642,999.9999801,-3.27,-0.33,0.06,0.01,-2.38,-0.24,-352.19,-7.83
133,Exit long,2026-03-21 10:13,RSI Exit,0.09417,10665.529,999.8933437,2.48,0.25,4.12,0.41,-1.96,-0.20,-349.71,-7.77
133,Entry long,2026-03-21 09:58,Long,0.09375,10665.529,999.8933437,2.48,0.25,4.12,0.41,-1.96,-0.20,-349.71,-7.77
134,Exit long,2026-03-21 11:17,Stop,0.0937,10651.896,999.8934775,-3.81,-0.38,0,0.00,-3.13,-0.31,-353.52,-7.86
134,Entry long,2026-03-21 11:09,Long,0.09387,10651.896,999.8934775,-3.81,-0.38,0,0.00,-3.13,-0.31,-353.52,-7.86
135,Exit long,2026-03-21 12:18,ST Flip,0.09432,10647.359,999.7870101,2.47,0.25,6.88,0.69,-1.53,-0.15,-351.05,-7.80
135,Entry long,2026-03-21 11:23,Long,0.0939,10647.359,999.7870101,2.47,0.25,6.88,0.69,-1.53,-0.15,-351.05,-7.80
136,Exit long,2026-03-21 12:41,Stop,0.0943,10579.771,1000.105753,-4.43,-0.44,0,0.00,-3.43,-0.34,-355.49,-7.90
136,Entry long,2026-03-21 12:38,Long,0.09453,10579.771,1000.105753,-4.43,-0.44,0,0.00,-3.43,-0.34,-355.49,-7.90
137,Exit long,2026-03-21 13:52,ST Flip,0.09403,10624.734,1000.106211,-3.06,-0.31,0.27,0.03,-2.06,-0.21,-358.55,-7.97
137,Entry long,2026-03-21 13:22,Long,0.09413,10624.734,1000.106211,-3.06,-0.31,0.27,0.03,-2.06,-0.21,-358.55,-7.97
138,Exit long,2026-03-21 14:54,ST Flip,0.09406,10624.734,999.9999641,-2.64,-0.26,0.38,0.04,-2.17,-0.22,-361.18,-8.03
138,Entry long,2026-03-21 14:22,Long,0.09412,10624.734,999.9999641,-2.64,-0.26,0.38,0.04,-2.17,-0.22,-361.18,-8.03
139,Exit long,2026-03-21 16:06,ST Flip,0.094,10630.381,1000.106244,-2.85,-0.28,0,0.00,-1.85,-0.18,-364.03,-8.09
139,Entry long,2026-03-21 15:53,Long,0.09408,10630.381,1000.106244,-2.85,-0.28,0,0.00,-1.85,-0.18,-364.03,-8.09
140,Exit long,2026-03-21 16:17,Stop,0.094,10620.22,1000.106117,-3.8,-0.38,0,0.00,-2.81,-0.28,-367.84,-8.17
140,Entry long,2026-03-21 16:13,Long,0.09417,10620.22,1000.106117,-3.8,-0.38,0,0.00,-2.81,-0.28,-367.84,-8.17
141,Exit long,2026-03-21 17:53,ST Flip,0.09408,10611.205,999.8938471,-3.59,-0.36,0.06,0.01,-2.59,-0.26,-371.43,-8.25
141,Entry long,2026-03-21 17:28,Long,0.09423,10611.205,999.8938471,-3.59,-0.36,0.06,0.01,-2.59,-0.26,-371.43,-8.25
142,Exit long,2026-03-21 18:45,ST Flip,0.09405,10615.711,999.8938191,-3.48,-0.35,0,0.00,-2.49,-0.25,-374.91,-8.33
142,Entry long,2026-03-21 18:34,Long,0.09419,10615.711,999.8938191,-3.48,-0.35,0,0.00,-2.49,-0.25,-374.91,-8.33
143,Exit long,2026-03-21 20:52,Stop,0.09137,10882.576,999.8910829,-7.54,-0.75,0.09,0.01,-7.42,-0.74,-382.46,-8.50
143,Entry long,2026-03-21 20:32,Long,0.09188,10882.576,999.8910829,-7.54,-0.75,0.09,0.01,-7.42,-0.74,-382.46,-8.50
144,Exit long,2026-03-21 21:11,Stop,0.0912,10895.619,1000.108868,-8.42,-0.84,0,0.00,-7.43,-0.74,-390.88,-8.69
144,Entry long,2026-03-21 21:02,Long,0.09179,10895.619,1000.108868,-8.42,-0.84,0,0.00,-7.43,-0.74,-390.88,-8.69
145,Exit long,2026-03-21 22:29,RSI Exit,0.09225,10934.937,1000.109338,6.63,0.66,7.86,0.78,-1.98,-0.20,-384.25,-8.54
145,Entry long,2026-03-21 21:55,Long,0.09146,10934.937,1000.109338,6.63,0.66,7.86,0.78,-1.98,-0.20,-384.25,-8.54
146,Exit long,2026-03-22 00:21,ST Flip,0.09236,10861.301,999.8913701,1.26,0.13,7.58,0.76,-1.87,-0.19,-382.99,-8.51
146,Entry long,2026-03-21 23:12,Long,0.09206,10861.301,999.8913701,1.26,0.13,7.58,0.76,-1.87,-0.19,-382.99,-8.51
147,Exit long,2026-03-22 01:01,ST Flip,0.09249,10802.635,999.8918956,-2.76,-0.28,2.24,0.22,-1.76,-0.18,-385.75,-8.57
147,Entry long,2026-03-22 00:34,Long,0.09256,10802.635,999.8918956,-2.76,-0.28,2.24,0.22,-1.76,-0.18,-385.75,-8.57
148,Exit long,2026-03-22 02:47,ST Flip,0.09176,10874.293,1000.108727,-4.28,-0.43,0,0.00,-3.28,-0.33,-390.03,-8.67
148,Entry long,2026-03-22 02:29,Long,0.09197,10874.293,1000.108727,-4.28,-0.43,0,0.00,-3.28,-0.33,-390.03,-8.67
149,Exit long,2026-03-22 03:09,Stop,0.09181,10869.565,1000.108676,-4.17,-0.42,0,0.00,-3.17,-0.32,-394.2,-8.76
149,Entry long,2026-03-22 03:07,Long,0.09201,10869.565,1000.108676,-4.17,-0.42,0,0.00,-3.17,-0.32,-394.2,-8.76
150,Exit long,2026-03-22 04:27,Stop,0.09092,10957.703,999.6712447,-5.39,-0.54,0,0.00,-4.62,-0.46,-399.6,-8.88
150,Entry long,2026-03-22 04:26,Long,0.09123,10957.703,999.6712447,-5.39,-0.54,0,0.00,-4.62,-0.46,-399.6,-8.88
151,Exit long,2026-03-22 06:06,Stop,0.09102,10949.304,999.8904413,-5.28,-0.53,0,0.00,-4.28,-0.43,-404.88,-9.00
151,Entry long,2026-03-22 05:38,Long,0.09132,10949.304,999.8904413,-5.28,-0.53,0,0.00,-4.28,-0.43,-404.88,-9.00
152,Exit long,2026-03-22 07:26,Stop,0.0909,10963.71,999.7807149,-5.18,-0.52,0.1,0.01,-4.29,-0.43,-410.05,-9.11
152,Entry long,2026-03-22 07:10,Long,0.09119,10963.71,999.7807149,-5.18,-0.52,0.1,0.01,-4.29,-0.43,-410.05,-9.11
153,Exit long,2026-03-22 07:42,Stop,0.09102,10957.703,999.9999758,-4.63,-0.46,0,0.00,-5.05,-0.50,-414.68,-9.22
153,Entry long,2026-03-22 07:40,Long,0.09126,10957.703,999.9999758,-4.63,-0.46,0,0.00,-5.05,-0.50,-414.68,-9.22
154,Exit long,2026-03-22 09:20,ST Flip,0.09156,10907.504,999.7818166,-3.09,-0.31,2.05,0.21,-2.2,-0.22,-417.77,-9.28
154,Entry long,2026-03-22 09:02,Long,0.09166,10907.504,999.7818166,-3.09,-0.31,2.05,0.21,-2.2,-0.22,-417.77,-9.28
155,Exit long,2026-03-22 09:34,Stop,0.0914,10912.265,999.9999646,-4.62,-0.46,0,0.00,-3.62,-0.36,-422.38,-9.39
155,Entry long,2026-03-22 09:31,Long,0.09164,10912.265,999.9999646,-4.62,-0.46,0,0.00,-3.62,-0.36,-422.38,-9.39
156,Exit long,2026-03-22 10:02,Stop,0.09122,10934.937,999.7812899,-4.29,-0.43,0,0.00,-3.3,-0.33,-426.68,-9.48
156,Entry long,2026-03-22 09:59,Long,0.09143,10934.937,999.7812899,-4.29,-0.43,0,0.00,-3.3,-0.33,-426.68,-9.48
157,Exit long,2026-03-22 10:47,ST Flip,0.09151,10934.937,1000.109338,-1.45,-0.15,2.83,0.28,-1.87,-0.19,-428.13,-9.51
157,Entry long,2026-03-22 10:10,Long,0.09146,10934.937,1000.109338,-1.45,-0.15,2.83,0.28,-1.87,-0.19,-428.13,-9.51
158,Exit long,2026-03-22 11:23,ST Flip,0.09141,10918.222,999.6724063,-3.64,-0.36,0.42,0.04,-2.64,-0.26,-431.77,-9.59
158,Entry long,2026-03-22 11:04,Long,0.09156,10918.222,999.6724063,-3.64,-0.36,0.42,0.04,-2.64,-0.26,-431.77,-9.59
159,Exit long,2026-03-22 12:05,ST Flip,0.09147,10924.186,1000.109228,-2.87,-0.29,0.31,0.03,-1.87,-0.19,-434.64,-9.66
159,Entry long,2026-03-22 11:50,Long,0.09155,10924.186,1000.109228,-2.87,-0.29,0.31,0.03,-1.87,-0.19,-434.64,-9.66
160,Exit long,2026-03-22 13:01,Stop,0.09149,10907.504,1000.218117,-4.29,-0.43,0,0.00,-3.29,-0.33,-438.93,-9.75
160,Entry long,2026-03-22 12:47,Long,0.0917,10907.504,1000.218117,-4.29,-0.43,0,0.00,-3.29,-0.33,-438.93,-9.75
161,Exit long,2026-03-22 14:00,Stop,0.09139,10919.414,999.7815458,-3.85,-0.39,0,0.00,-2.86,-0.29,-442.78,-9.84
161,Entry long,2026-03-22 13:59,Long,0.09156,10919.414,999.7815458,-3.85,-0.39,0,0.00,-2.86,-0.29,-442.78,-9.84
162,Exit long,2026-03-22 14:34,Stop,0.09107,10949.304,999.9999343,-4.84,-0.48,0,0.00,-4.39,-0.44,-447.63,-9.95
162,Entry long,2026-03-22 14:31,Long,0.09133,10949.304,999.9999343,-4.84,-0.48,0,0.00,-4.39,-0.44,-447.63,-9.95
163,Exit long,2026-03-22 16:26,ST Flip,0.0905,11057.054,1000.110534,-1.45,-0.14,2.65,0.26,-1.88,-0.19,-449.08,-9.98
163,Entry long,2026-03-22 15:35,Long,0.09045,11057.054,1000.110534,-1.45,-0.14,2.65,0.26,-1.88,-0.19,-449.08,-9.98
164,Exit long,2026-03-22 18:01,ST Flip,0.08962,11122.233,1000.111191,-5.33,-0.53,1.56,0.16,-4.34,-0.43,-454.41,-10.10
164,Entry long,2026-03-22 17:38,Long,0.08992,11122.233,1000.111191,-5.33,-0.53,1.56,0.16,-4.34,-0.43,-454.41,-10.10
165,Exit long,2026-03-22 18:13,Stop,0.08965,11102.475,999.666849,-6.32,-0.63,0,0.00,-5.55,-0.55,-460.73,-10.24
165,Entry long,2026-03-22 18:10,Long,0.09004,11102.475,999.666849,-6.32,-0.63,0,0.00,-5.55,-0.55,-460.73,-10.24
166,Exit long,2026-03-22 19:22,Stop,0.09048,11024.142,1000.110162,-4.64,-0.46,0,0.00,-3.87,-0.39,-465.38,-10.34
166,Entry long,2026-03-22 19:13,Long,0.09072,11024.142,1000.110162,-4.64,-0.46,0,0.00,-3.87,-0.39,-465.38,-10.34
167,Exit long,2026-03-22 20:16,ST Flip,0.0902,11070.519,999.9999813,-3.44,-0.34,1.55,0.15,-3.1,-0.31,-468.82,-10.42
167,Entry long,2026-03-22 20:01,Long,0.09033,11070.519,999.9999813,-3.44,-0.34,1.55,0.15,-3.1,-0.31,-468.82,-10.42
168,Exit long,2026-03-22 21:51,ST Flip,0.09054,11084.016,999.9999235,1.54,0.15,6.87,0.69,-1.67,-0.17,-467.27,-10.38
168,Entry long,2026-03-22 20:44,Long,0.09022,11084.016,999.9999235,1.54,0.15,6.87,0.69,-1.67,-0.17,-467.27,-10.38
169,Exit long,2026-03-22 22:14,Stop,0.09038,11021.712,999.6692784,-5.52,-0.55,0,0.00,-4.53,-0.45,-472.79,-10.51
169,Entry long,2026-03-22 22:10,Long,0.0907,11021.712,999.6692784,-5.52,-0.55,0,0.00,-4.53,-0.45,-472.79,-10.51
170,Exit long,2026-03-22 23:13,ST Flip,0.09089,11026.574,999.7794646,0.42,0.04,7.6,0.76,-2.1,-0.21,-472.37,-10.50
170,Entry long,2026-03-22 22:21,Long,0.09067,11026.574,999.7794646,0.42,0.04,7.6,0.76,-2.1,-0.21,-472.37,-10.50
171,Exit long,2026-03-23 00:19,Stop,0.09064,11007.154,999.3395117,-3.65,-0.36,0,0.00,-2.65,-0.26,-476.02,-10.58
171,Entry long,2026-03-23 00:07,Long,0.09079,11007.154,999.3395117,-3.65,-0.36,0,0.00,-2.65,-0.26,-476.02,-10.58
172,Exit long,2026-03-23 01:41,Stop,0.09067,10999.89,999.890001,-4.53,-0.45,0,0.00,-3.53,-0.35,-480.55,-10.68
172,Entry long,2026-03-23 01:38,Long,0.0909,10999.89,999.890001,-4.53,-0.45,0,0.00,-3.53,-0.35,-480.55,-10.68
173,Exit long,2026-03-23 02:38,Stop,0.09039,11008.366,999.9999674,-6.95,-0.69,0,0.00,-5.95,-0.59,-487.5,-10.83
173,Entry long,2026-03-23 02:16,Long,0.09084,11008.366,999.9999674,-6.95,-0.69,0,0.00,-5.95,-0.59,-487.5,-10.83
174,Exit long,2026-03-23 04:37,ST Flip,0.09044,11076.65,1000.110728,-0.34,-0.03,4.54,0.45,-2.11,-0.21,-487.84,-10.84
174,Entry long,2026-03-23 03:34,Long,0.09029,11076.65,1000.110728,-0.34,-0.03,4.54,0.45,-2.11,-0.21,-487.84,-10.84
175,Exit long,2026-03-23 05:25,Stop,0.0896,11127.183,1000.111208,-5.11,-0.51,0,0.00,-4.12,-0.41,-492.95,-10.95
175,Entry long,2026-03-23 05:22,Long,0.08988,11127.183,1000.111208,-5.11,-0.51,0,0.00,-4.12,-0.41,-492.95,-10.95
176,Exit long,2026-03-23 06:21,ST Flip,0.09,11161.96,999.8883768,2.68,0.27,7.82,0.78,-2.12,-0.21,-490.26,-10.89
176,Entry long,2026-03-23 05:40,Long,0.08958,11161.96,999.8883768,2.68,0.27,7.82,0.78,-2.12,-0.21,-490.26,-10.89
177,Exit long,2026-03-23 07:06,RSI Exit,0.09275,11111.111,999.8888789,28.64,2.86,30.56,3.05,-2,-0.20,-461.63,-10.26
177,Entry long,2026-03-23 06:51,Long,0.08999,11111.111,999.8888789,28.64,2.86,30.56,3.05,-2,-0.20,-461.63,-10.26
178,Exit long,2026-03-23 09:10,ST Flip,0.09288,10727.311,999.9999314,-5.64,-0.56,2.65,0.26,-4.65,-0.46,-467.27,-10.38
178,Entry long,2026-03-23 08:43,Long,0.09322,10727.311,999.9999314,-5.64,-0.56,2.65,0.26,-4.65,-0.46,-467.27,-10.38
179,Exit long,2026-03-23 11:03,RSI Exit,0.09562,10698.619,1000.427863,20.55,2.05,22.32,2.23,-1.32,-0.13,-446.72,-9.93
179,Entry long,2026-03-23 09:39,Long,0.09351,10698.619,1000.427863,20.55,2.05,22.32,2.23,-1.32,-0.13,-446.72,-9.93
180,Exit long,2026-03-23 13:20,ST Flip,0.09383,10658.708,999.9999846,-1.89,-0.19,6.35,0.63,-1.75,-0.17,-448.62,-9.97
180,Entry long,2026-03-23 12:49,Long,0.09382,10658.708,999.9999846,-1.89,-0.19,6.35,0.63,-1.75,-0.17,-448.62,-9.97
181,Exit long,2026-03-23 14:08,ST Flip,0.09472,10593.22,999.7881036,1.6,0.16,7.69,0.77,-2.06,-0.21,-447.02,-9.93
181,Entry long,2026-03-23 13:34,Long,0.09438,10593.22,999.7881036,1.6,0.16,7.69,0.77,-2.06,-0.21,-447.02,-9.93
182,Exit long,2026-03-23 14:40,Stop,0.09496,10507.512,999.8948419,-4.1,-0.41,0,0.00,-4.57,-0.46,-451.12,-10.02
182,Entry long,2026-03-23 14:37,Long,0.09516,10507.512,999.8948419,-4.1,-0.41,0,0.00,-4.57,-0.46,-451.12,-10.02
183,Exit long,2026-03-23 16:31,ST Flip,0.0951,10516.352,1000.315402,-2.21,-0.22,2.68,0.27,-1.74,-0.17,-453.33,-10.07
